Nacionalidad,Aeropuerto,Entradas
Polonia,"Tuxtla Gutiérrez, Chis.",3
Polonia,"Veracruz, Ver.",365
Polonia,"Villahermosa, Tab.",126
Polonia,"Zacatecas, Zac.",17
Polonia,"Zihuatanejo, Gro.",227
Portugal,"Acapulco, Gro.",91
Portugal,"Aguascalientes, Ags.",127
Portugal,"Cabo San Lucas, B.C.S.",20
Portugal,"Cancún, Q. Roo",299333
Portugal,"Chetumal, Q. Roo",1
Portugal,"Chichen-Itzá, Yuc.",5
Portugal,"Chihuahua, Chih.",283
Portugal,Ciudad de México (AICM),101282
Portugal,"Ciudad del Carmen, Camp.",23
Portugal,"Ciudad Obregón, Son.",1
Portugal,"Ciudad Victoria, Tamps.",1
Portugal,"Cozumel, Q. Roo",570
Portugal,"Cuernavaca, Mor.",2
Portugal,"Del Norte, N.L.",4
Portugal,"Durango, Dgo.",19
Portugal,"Ensenada, B.C.",8
Portugal,"Felipe Ángeles (AIFA), Edo. Mex.",27
Portugal,"Guadalajara, Jal.",1994
Portugal,"Hermosillo, Son.",49
Portugal,"Huatulco, Oax.",61
Portugal,"La Paz, B.C.S.",15
Portugal,"Loreto, B.C.S.",10
Portugal,"Los Cabos, B.C.S.",2450
Portugal,"Los Mochis, Sin.",1
Portugal,"Manzanillo, Col.",55
Portugal,"Mazatlán, Sin.",186
Portugal,"Mérida, Yuc.",386
Portugal,"Minatitlán, Ver.",1
Portugal,"Monclova, Coah.",1
Portugal,"Monterrey, N.L.",3250
Portugal,"Morelia, Mich.",29
Portugal,"Oaxaca, Oax.",43
Portugal,"Puebla, Pue.",112
Portugal,"Puerto Escondido, Oax.",1
Portugal,"Puerto Vallarta, Jal.",2071
Portugal,"Querétaro, Qro.",510
Portugal,"Saltillo, Coah.",17
Portugal,"San Felipe, B.C.",1
Portugal,"San Luis Potosí, S.L.P.",277
Portugal,"Silao, Gto.",622
Portugal,"Tampico, Tamps.",67
Portugal,"Tapachula, Chis.",37
Portugal,"Tijuana, B.C.",78
Portugal,"Toluca, Edo. Mex.",238
Portugal,"Torreón, Coah.",105
Portugal,"Tuxtla Gutiérrez, Chis.",1
Portugal,"Veracruz, Ver.",79
Portugal,"Villahermosa, Tab.",61
Portugal,"Zacatecas, Zac.",8
Portugal,"Zihuatanejo, Gro.",75
Puerto Rico (EUA),"Cancún, Q. Roo",20
Puerto Rico (EUA),Ciudad de México (AICM),27
Puerto Rico (EUA),"Guadalajara, Jal.",1
Puerto Rico (EUA),"Manzanillo, Col.",1
Puerto Rico (EUA),"Monterrey, N.L.",1
Puerto Rico (EUA),"Puerto Vallarta, Jal.",1
Puerto Rico (EUA),"Toluca, Edo. Mex.",1
Puerto Rico (EUA),"Villahermosa, Tab.",1
Qatar,"Acapulco, Gro.",1
Qatar,"Cancún, Q. Roo",1083
Qatar,"Chihuahua, Chih.",1
Qatar,Ciudad de México (AICM),612
Qatar,"Cozumel, Q. Roo",1
Qatar,"Durango, Dgo.",1
Qatar,"Guadalajara, Jal.",13
Qatar,"La Paz, B.C.S.",1
Qatar,"Los Cabos, B.C.S.",98
Qatar,"Manzanillo, Col.",17
Qatar,"Mérida, Yuc.",7
Qatar,"Monterrey, N.L.",13
Qatar,"Morelia, Mich.",3
Qatar,"Oaxaca, Oax.",2
Qatar,"Puerto Vallarta, Jal.",40
Qatar,"San Luis Potosí, S.L.P.",2
Qatar,"Silao, Gto.",7
Qatar,"Tapachula, Chis.",2
Qatar,"Tijuana, B.C.",1
Qatar,"Uruapan, Mich.",2
Qatar,"Veracruz, Ver.",3
Reino Unido,"Acapulco, Gro.",1564
Reino Unido,"Aguascalientes, Ags.",1355
Reino Unido,"Cabo San Lucas, B.C.S.",743
Reino Unido,"Campeche, Camp.",5
Reino Unido,"Cancún, Q. Roo",3693585
Reino Unido,"Chetumal, Q. Roo",16
Reino Unido,"Chichen-Itzá, Yuc.",11
Reino Unido,"Chihuahua, Chih.",2363
Reino Unido,Ciudad de México (AICM),593022
Reino Unido,"Ciudad del Carmen, Camp.",1528
Reino Unido,"Ciudad Juárez, Chih.",24
Reino Unido,"Ciudad Obregón, Son.",24
Reino Unido,"Ciudad Victoria, Tamps.",26
Reino Unido,"Cozumel, Q. Roo",8486
Reino Unido,"Cuernavaca, Mor.",19
Reino Unido,"Culiacán, Sin.",24
Reino Unido,"Del Norte, N.L.",122
Reino Unido,"Durango, Dgo.",95
Reino Unido,"Ensenada, B.C.",151
Reino Unido,"Felipe Ángeles (AIFA), Edo. Mex.",33
Reino Unido,"Guadalajara, Jal.",24073
Reino Unido,"Guaymas, Son.",85
Reino Unido,"Hermosillo, Son.",1318
Reino Unido,"Huatulco, Oax.",1477
Reino Unido,"La Paz, B.C.S.",373
Reino Unido,"Loreto, B.C.S.",1743
Reino Unido,"Los Cabos, B.C.S.",82141
Reino Unido,"Los Mochis, Sin.",2
Reino Unido,"Manzanillo, Col.",1535
Reino Unido,"Matamoros, Tamps.",205
Reino Unido,"Mazatlán, Sin.",2894
Reino Unido,"Mérida, Yuc.",3809
Reino Unido,"Mexicali, B. C.",45
Reino Unido,"Minatitlán, Ver.",1
Reino Unido,"Monclova, Coah.",11
Reino Unido,"Monterrey, N.L.",21095
Reino Unido,"Morelia, Mich.",384
Reino Unido,"Nogales, Son.",1
Reino Unido,"Nuevo Laredo, Tamps.",1
Reino Unido,"Oaxaca, Oax.",1441
Reino Unido,"Piedras Negras, Coah.",10
Reino Unido,"Puebla, Pue.",801
Reino Unido,"Puerto Escondido, Oax.",5
Reino Unido,"Puerto Peñasco, Son.",20
Reino Unido,"Puerto Vallarta, Jal.",258061
Reino Unido,"Querétaro, Qro.",6486
Reino Unido,"Reynosa, Tamps.",6
Reino Unido,"Saltillo, Coah.",312
Reino Unido,"San Felipe, B.C.",109
Reino Unido,"San Luis Potosí, S.L.P.",2550
Reino Unido,"Silao, Gto.",7046
Reino Unido,"Tampico, Tamps.",1965
Reino Unido,"Tapachula, Chis.",290
Reino Unido,"Tijuana, B.C.",426
Reino Unido,"Toluca, Edo. Mex.",1743
Reino Unido,"Torreón, Coah.",888
Reino Unido,"Tuxtla Gutiérrez, Chis.",21
Reino Unido,"Veracruz, Ver.",1447
Reino Unido,"Villahermosa, Tab.",1827
Reino Unido,"Zacatecas, Zac.",182
Reino Unido,"Zihuatanejo, Gro.",3448
República de Micronesia (EUA),"Aguascalientes, Ags.",2
República de Micronesia (EUA),"Cancún, Q. Roo",254
República de Micronesia (EUA),"Chihuahua, Chih.",1
República de Micronesia (EUA),Ciudad de México (AICM),91
República de Micronesia (EUA),"Cozumel, Q. Roo",5
República de Micronesia (EUA),"Guadalajara, Jal.",26
República de Micronesia (EUA),"Hermosillo, Son.",4
República de Micronesia (EUA),"Los Cabos, B.C.S.",51
República de Micronesia (EUA),"Manzanillo, Col.",1
República de Micronesia (EUA),"Mazatlán, Sin.",10
República de Micronesia (EUA),"Mérida, Yuc.",1
República de Micronesia (EUA),"Monterrey, N.L.",26
República de Micronesia (EUA),"Morelia, Mich.",1
República de Micronesia (EUA),"Oaxaca, Oax.",1
República de Micronesia (EUA),"Puerto Vallarta, Jal.",37
República de Micronesia (EUA),"Querétaro, Qro.",14
República de Micronesia (EUA),"San Luis Potosí, S.L.P.",14
República de Micronesia (EUA),"Silao, Gto.",13
República de Palaos (EUA),"Aguascalientes, Ags.",1
República de Palaos (EUA),"Cancún, Q. Roo",117
República de Palaos (EUA),"Chihuahua, Chih.",3
República de Palaos (EUA),Ciudad de México (AICM),116
República de Palaos (EUA),"Cozumel, Q. Roo",3
República de Palaos (EUA),"Guadalajara, Jal.",11
República de Palaos (EUA),"Loreto, B.C.S.",1
República de Palaos (EUA),"Los Cabos, B.C.S.",35
República de Palaos (EUA),"Mazatlán, Sin.",2
República de Palaos (EUA),"Mérida, Yuc.",5
República de Palaos (EUA),"Monterrey, N.L.",17
República de Palaos (EUA),"Morelia, Mich.",1
República de Palaos (EUA),"Puebla, Pue.",2
República de Palaos (EUA),"Puerto Vallarta, Jal.",31
República de Palaos (EUA),"Querétaro, Qro.",5
República de Palaos (EUA),"San Luis Potosí, S.L.P.",5
República de Palaos (EUA),"Silao, Gto.",4
República de Palaos (EUA),"Torreón, Coah.",1
República de Palaos (EUA),"Zihuatanejo, Gro.",1
"Reunión, Islas","Cancún, Q. Roo",7
"Reunión, Islas",Ciudad de México (AICM),19
"Reunión, Islas","Guadalajara, Jal.",1
"Reunión, Islas","Querétaro, Qro.",1
"Reunión, Islas","Tijuana, B.C.",1
Ruanda,"Aguascalientes, Ags.",2
Ruanda,"Cancún, Q. Roo",410
Ruanda,Ciudad de México (AICM),500
Ruanda,"Cozumel, Q. Roo",5
Ruanda,"Guadalajara, Jal.",19
Ruanda,"Huatulco, Oax.",2
Ruanda,"Los Cabos, B.C.S.",62
Ruanda,"Mérida, Yuc.",2
Ruanda,"Monterrey, N.L.",13
Ruanda,"Puerto Vallarta, Jal.",24
Ruanda,"Querétaro, Qro.",2
Ruanda,"San Luis Potosí, S.L.P.",1
Ruanda,"Silao, Gto.",7
Ruanda,"Tampico, Tamps.",1
Ruanda,"Veracruz, Ver.",1
Rumanía,"Acapulco, Gro.",26
Rumanía,"Aguascalientes, Ags.",34
Rumanía,"Cabo San Lucas, B.C.S.",13
Rumanía,"Cancún, Q. Roo",83061
Rumanía,"Chetumal, Q. Roo",1
Rumanía,"Chihuahua, Chih.",89
Rumanía,Ciudad de México (AICM),56228
Rumanía,"Ciudad del Carmen, Camp.",58
Rumanía,"Cozumel, Q. Roo",1144
Rumanía,"Cuernavaca, Mor.",1
Rumanía,"Culiacán, Sin.",2
Rumanía,"Del Norte, N.L.",1
Rumanía,"Durango, Dgo.",9
Rumanía,"Felipe Ángeles (AIFA), Edo. Mex.",2
Rumanía,"Guadalajara, Jal.",1166
Rumanía,"Guaymas, Son.",2
Rumanía,"Hermosillo, Son.",39
Rumanía,"Huatulco, Oax.",49
Rumanía,"La Paz, B.C.S.",3
Rumanía,"Loreto, B.C.S.",8
Rumanía,"Los Cabos, B.C.S.",2348
Rumanía,"Manzanillo, Col.",45
Rumanía,"Mazatlán, Sin.",154
Rumanía,"Mérida, Yuc.",145
Rumanía,"Mexicali, B. C.",1
Rumanía,"Monterrey, N.L.",851
Rumanía,"Morelia, Mich.",29
Rumanía,"Oaxaca, Oax.",39
Rumanía,"Puebla, Pue.",39
Rumanía,"Puerto Peñasco, Son.",4
Rumanía,"Puerto Vallarta, Jal.",2910
Rumanía,"Querétaro, Qro.",149
Rumanía,"Saltillo, Coah.",5
Rumanía,"San Felipe, B.C.",11
Rumanía,"San Luis Potosí, S.L.P.",192
Rumanía,"Silao, Gto.",306
Rumanía,"Tampico, Tamps.",131
Rumanía,"Tapachula, Chis.",5
Rumanía,"Tijuana, B.C.",33
Rumanía,"Toluca, Edo. Mex.",53
Rumanía,"Torreón, Coah.",15
Rumanía,"Tuxtla Gutiérrez, Chis.",2
Rumanía,"Veracruz, Ver.",109
Rumanía,"Villahermosa, Tab.",33
Rumanía,"Zacatecas, Zac.",2
Rumanía,"Zihuatanejo, Gro.",81
Rusia,"Acapulco, Gro.",153
Rusia,"Aguascalientes, Ags.",94
Rusia,"Cabo San Lucas, B.C.S.",106
Rusia,"Campeche, Camp.",1
Rusia,"Cancún, Q. Roo",535328
Rusia,"Chetumal, Q. Roo",3
Rusia,"Chihuahua, Chih.",65
Rusia,Ciudad de México (AICM),129360
Rusia,"Ciudad del Carmen, Camp.",87
Rusia,"Ciudad Obregón, Son.",1
Rusia,"Cozumel, Q. Roo",1420
Rusia,"Culiacán, Sin.",3
Rusia,"Del Norte, N.L.",6
Rusia,"Durango, Dgo.",1
Rusia,"Felipe Ángeles (AIFA), Edo. Mex.",40
Rusia,"Guadalajara, Jal.",2546
Rusia,"Hermosillo, Son.",48
Rusia,"Huatulco, Oax.",135
Rusia,"La Paz, B.C.S.",33
Rusia,"Loreto, B.C.S.",146
Rusia,"Los Cabos, B.C.S.",8233
Rusia,"Los Mochis, Sin.",1
Rusia,"Manzanillo, Col.",119
Rusia,"Mazatlán, Sin.",260
Rusia,"Mérida, Yuc.",497
Rusia,"Monclova, Coah.",1
Rusia,"Monterrey, N.L.",1660
Rusia,"Morelia, Mich.",37
Rusia,"Oaxaca, Oax.",67
Rusia,"Puebla, Pue.",93
Rusia,"Puerto Peñasco, Son.",11
Rusia,"Puerto Vallarta, Jal.",8664
Rusia,"Querétaro, Qro.",229
Rusia,"Reynosa, Tamps.",2
Rusia,"Saltillo, Coah.",10
Rusia,"San Felipe, B.C.",8
Rusia,"San Luis Potosí, S.L.P.",145
Rusia,"Silao, Gto.",254
Rusia,"Tampico, Tamps.",273
Rusia,"Tapachula, Chis.",101
Rusia,"Tijuana, B.C.",311
Rusia,"Toluca, Edo. Mex.",504
Rusia,"Torreón, Coah.",33
Rusia,"Tuxtla Gutiérrez, Chis.",16
Rusia,"Veracruz, Ver.",285
Rusia,"Villahermosa, Tab.",112
Rusia,"Zacatecas, Zac.",8
Rusia,"Zihuatanejo, Gro.",280
"Saharaui, Rep. Árabe","Cancún, Q. Roo",10
"Saharaui, Rep. Árabe",Ciudad de México (AICM),83
"Saharaui, Rep. Árabe","Los Cabos, B.C.S.",1
"Salomón, Islas","Cancún, Q. Roo",28
"Salomón, Islas",Ciudad de México (AICM),40
"Salomón, Islas","Los Cabos, B.C.S.",3
"Salomón, Islas","Puebla, Pue.",1
Samoa Americana,"Cancún, Q. Roo",2
Samoa Americana,Ciudad de México (AICM),8
Samoa Americana,"Los Cabos, B.C.S.",4
Samoa Occidental,"Aguascalientes, Ags.",1
Samoa Occidental,"Cancún, Q. Roo",84
Samoa Occidental,Ciudad de México (AICM),72
Samoa Occidental,"Cozumel, Q. Roo",2
Samoa Occidental,"Guadalajara, Jal.",5
Samoa Occidental,"Hermosillo, Son.",1
Samoa Occidental,"Los Cabos, B.C.S.",27
Samoa Occidental,"Mazatlán, Sin.",2
Samoa Occidental,"Monterrey, N.L.",2
Samoa Occidental,"Puerto Vallarta, Jal.",16
Samoa Occidental,"Querétaro, Qro.",3
Samoa Occidental,"Toluca, Edo. Mex.",1
Samoa Occidental,"Zihuatanejo, Gro.",2
San Cristóbal y Nieves,"Acapulco, Gro.",1
San Cristóbal y Nieves,"Aguascalientes, Ags.",12
San Cristóbal y Nieves,"Cabo San Lucas, B.C.S.",5
San Cristóbal y Nieves,"Cancún, Q. Roo",658
San Cristóbal y Nieves,"Chihuahua, Chih.",2
San Cristóbal y Nieves,Ciudad de México (AICM),533
San Cristóbal y Nieves,"Ciudad del Carmen, Camp.",1
San Cristóbal y Nieves,"Cozumel, Q. Roo",20
San Cristóbal y Nieves,"Guadalajara, Jal.",34
San Cristóbal y Nieves,"Los Cabos, B.C.S.",83
San Cristóbal y Nieves,"Manzanillo, Col.",2
San Cristóbal y Nieves,"Mazatlán, Sin.",1
San Cristóbal y Nieves,"Mérida, Yuc.",9
San Cristóbal y Nieves,"Monterrey, N.L.",22
San Cristóbal y Nieves,"Oaxaca, Oax.",2
San Cristóbal y Nieves,"Puebla, Pue.",1
San Cristóbal y Nieves,"Puerto Vallarta, Jal.",80
San Cristóbal y Nieves,"Querétaro, Qro.",6
San Cristóbal y Nieves,"San Luis Potosí, S.L.P.",2
San Cristóbal y Nieves,"Silao, Gto.",8
San Cristóbal y Nieves,"Tapachula, Chis.",3
San Cristóbal y Nieves,"Tijuana, B.C.",5
San Cristóbal y Nieves,"Veracruz, Ver.",6
San Marino,"Cancún, Q. Roo",585
San Marino,Ciudad de México (AICM),222
San Marino,"Cozumel, Q. Roo",4
San Marino,"Guadalajara, Jal.",7
San Marino,"Los Cabos, B.C.S.",6
San Marino,"Mérida, Yuc.",1
San Marino,"Monterrey, N.L.",2
San Marino,"Silao, Gto.",2
San Vicente y Las Granadinas,"Acapulco, Gro.",2
San Vicente y Las Granadinas,"Aguascalientes, Ags.",4
San Vicente y Las Granadinas,"Cancún, Q. Roo",1019
San Vicente y Las Granadinas,"Chetumal, Q. Roo",1
San Vicente y Las Granadinas,"Chihuahua, Chih.",10
San Vicente y Las Granadinas,Ciudad de México (AICM),700
San Vicente y Las Granadinas,"Cozumel, Q. Roo",82
San Vicente y Las Granadinas,"Guadalajara, Jal.",37
San Vicente y Las Granadinas,"Huatulco, Oax.",3
San Vicente y Las Granadinas,"Loreto, B.C.S.",1
San Vicente y Las Granadinas,"Los Cabos, B.C.S.",50
San Vicente y Las Granadinas,"Mazatlán, Sin.",3
San Vicente y Las Granadinas,"Mérida, Yuc.",15
San Vicente y Las Granadinas,"Monterrey, N.L.",22
San Vicente y Las Granadinas,"Morelia, Mich.",2
San Vicente y Las Granadinas,"Oaxaca, Oax.",1
San Vicente y Las Granadinas,"Puebla, Pue.",2
San Vicente y Las Granadinas,"Puerto Vallarta, Jal.",38
San Vicente y Las Granadinas,"Querétaro, Qro.",4
San Vicente y Las Granadinas,"San Luis Potosí, S.L.P.",36
San Vicente y Las Granadinas,"Silao, Gto.",9
San Vicente y Las Granadinas,"Tampico, Tamps.",5
San Vicente y Las Granadinas,"Toluca, Edo. Mex.",2
San Vicente y Las Granadinas,"Torreón, Coah.",1
San Vicente y Las Granadinas,"Veracruz, Ver.",8
San Vicente y Las Granadinas,"Villahermosa, Tab.",2
San Vicente y Las Granadinas,"Zihuatanejo, Gro.",5
Santa Helena (Terr. Ultram. R. Unido),Ciudad de México (AICM),5
Santa Helena (Terr. Ultram. R. Unido),"Guadalajara, Jal.",1
Santa Helena (Terr. Ultram. R. Unido),"Los Cabos, B.C.S.",1
Santa Lucía,"Aguascalientes, Ags.",11
Santa Lucía,"Cancún, Q. Roo",1337
Santa Lucía,"Chetumal, Q. Roo",2
Santa Lucía,"Chihuahua, Chih.",6
Santa Lucía,Ciudad de México (AICM),807
Santa Lucía,"Cozumel, Q. Roo",95
Santa Lucía,"Durango, Dgo.",1
Santa Lucía,"Guadalajara, Jal.",72
Santa Lucía,"Hermosillo, Son.",1
Santa Lucía,"Huatulco, Oax.",2
Santa Lucía,"Los Cabos, B.C.S.",136
Santa Lucía,"Manzanillo, Col.",1
Santa Lucía,"Mazatlán, Sin.",1
Santa Lucía,"Mérida, Yuc.",28
Santa Lucía,"Monterrey, N.L.",79
Santa Lucía,"Morelia, Mich.",6
Santa Lucía,"Oaxaca, Oax.",2
Santa Lucía,"Puebla, Pue.",4
Santa Lucía,"Puerto Vallarta, Jal.",87
Santa Lucía,"Querétaro, Qro.",14
Santa Lucía,"Saltillo, Coah.",4
Santa Lucía,"San Luis Potosí, S.L.P.",9
Santa Lucía,"Silao, Gto.",24
Santa Lucía,"Tampico, Tamps.",4
Santa Lucía,"Toluca, Edo. Mex.",1
Santa Lucía,"Veracruz, Ver.",7
Santa Lucía,"Zihuatanejo, Gro.",1
Santo Tomé y Príncipe,"Cancún, Q. Roo",9
Santo Tomé y Príncipe,Ciudad de México (AICM),82
Santo Tomé y Príncipe,"Guadalajara, Jal.",18
Santo Tomé y Príncipe,"Monterrey, N.L.",1
Santo Tomé y Príncipe,"Puebla, Pue.",1
Santo Tomé y Príncipe,"Puerto Vallarta, Jal.",1
Santo Tomé y Príncipe,"Silao, Gto.",1
Senegal,"Acapulco, Gro.",1
Senegal,"Aguascalientes, Ags.",8
Senegal,"Cabo San Lucas, B.C.S.",1
Senegal,"Cancún, Q. Roo",1092
Senegal,"Chihuahua, Chih.",3
Senegal,Ciudad de México (AICM),999
Senegal,"Cozumel, Q. Roo",5
Senegal,"Durango, Dgo.",1
Senegal,"Guadalajara, Jal.",19
Senegal,"Hermosillo, Son.",8
Senegal,"Huatulco, Oax.",1
Senegal,"Los Cabos, B.C.S.",99
Senegal,"Mazatlán, Sin.",6
Senegal,"Mérida, Yuc.",7
Senegal,"Monterrey, N.L.",23
Senegal,"Oaxaca, Oax.",3
Senegal,"Puerto Vallarta, Jal.",61
Senegal,"Querétaro, Qro.",3
Senegal,"San Luis Potosí, S.L.P.",5
Senegal,"Silao, Gto.",11
Senegal,"Tapachula, Chis.",3
Senegal,"Tijuana, B.C.",2
Senegal,"Toluca, Edo. Mex.",2
Senegal,"Veracruz, Ver.",25
Serbia,"Acapulco, Gro.",23
Serbia,"Aguascalientes, Ags.",10
Serbia,"Cabo San Lucas, B.C.S.",4
Serbia,"Cancún, Q. Roo",17808
Serbia,"Chetumal, Q. Roo",1
Serbia,"Chihuahua, Chih.",6
Serbia,Ciudad de México (AICM),9976
Serbia,"Cozumel, Q. Roo",496
Serbia,"Durango, Dgo.",1
Serbia,"Guadalajara, Jal.",262
Serbia,"Guaymas, Son.",1
Serbia,"Hermosillo, Son.",9
Serbia,"Huatulco, Oax.",23
Serbia,"La Paz, B.C.S.",3
Serbia,"Loreto, B.C.S.",2
Serbia,"Los Cabos, B.C.S.",835
Serbia,"Manzanillo, Col.",14
Serbia,"Mazatlán, Sin.",16
Serbia,"Mérida, Yuc.",57
Serbia,"Monterrey, N.L.",263
Serbia,"Morelia, Mich.",9
Serbia,"Oaxaca, Oax.",5
Serbia,"Puebla, Pue.",26
Serbia,"Puerto Vallarta, Jal.",710
Serbia,"Querétaro, Qro.",43
Serbia,"Saltillo, Coah.",3
Serbia,"San Luis Potosí, S.L.P.",38
Serbia,"Silao, Gto.",84
Serbia,"Tampico, Tamps.",6
Serbia,"Tijuana, B.C.",3
Serbia,"Toluca, Edo. Mex.",18
Serbia,"Torreón, Coah.",6
Serbia,"Veracruz, Ver.",6
Serbia,"Villahermosa, Tab.",20
Serbia,"Zacatecas, Zac.",1
Serbia,"Zihuatanejo, Gro.",18
Serbia y Montenegro,Ciudad de México (AICM),1
"Seychelles, Islas","Acapulco, Gro.",1
"Seychelles, Islas","Cabo San Lucas, B.C.S.",2
"Seychelles, Islas","Cancún, Q. Roo",70
"Seychelles, Islas",Ciudad de México (AICM),94
"Seychelles, Islas","Cozumel, Q. Roo",3
"Seychelles, Islas","Guadalajara, Jal.",1
"Seychelles, Islas","Los Cabos, B.C.S.",14
"Seychelles, Islas","Mérida, Yuc.",1
"Seychelles, Islas","Puerto Vallarta, Jal.",8
"Seychelles, Islas","Tijuana, B.C.",1
"Seychelles, Islas","Toluca, Edo. Mex.",1
Sierra Leona,"Cancún, Q. Roo",501
Sierra Leona,"Chihuahua, Chih.",6
Sierra Leona,Ciudad de México (AICM),215
Sierra Leona,"Cozumel, Q. Roo",3
Sierra Leona,"Guadalajara, Jal.",9
Sierra Leona,"Huatulco, Oax.",1
Sierra Leona,"Los Cabos, B.C.S.",55
Sierra Leona,"Mazatlán, Sin.",1
Sierra Leona,"Mérida, Yuc.",3
Sierra Leona,"Monterrey, N.L.",69
Sierra Leona,"Puebla, Pue.",3
Sierra Leona,"Puerto Vallarta, Jal.",30
Sierra Leona,"Querétaro, Qro.",4
Sierra Leona,"Silao, Gto.",1
Sierra Leona,"Tampico, Tamps.",1
Sierra Leona,"Tijuana, B.C.",2
Sierra Leona,"Torreón, Coah.",1
Sierra Leona,"Veracruz, Ver.",1
Sierra Leona,"Zihuatanejo, Gro.",1
Singapur,"Acapulco, Gro.",14
Singapur,"Aguascalientes, Ags.",105
Singapur,"Cabo San Lucas, B.C.S.",20
Singapur,"Cancún, Q. Roo",9995
Singapur,"Chichen-Itzá, Yuc.",1
Singapur,"Chihuahua, Chih.",100
Singapur,Ciudad de México (AICM),14989
Singapur,"Ciudad del Carmen, Camp.",190
Singapur,"Cozumel, Q. Roo",174
Singapur,"Del Norte, N.L.",2
Singapur,"Durango, Dgo.",3
Singapur,"Ensenada, B.C.",1
Singapur,"Felipe Ángeles (AIFA), Edo. Mex.",1
Singapur,"Guadalajara, Jal.",2440
Singapur,"Hermosillo, Son.",47
Singapur,"Huatulco, Oax.",19
Singapur,"La Paz, B.C.S.",11
Singapur,"Loreto, B.C.S.",24
Singapur,"Los Cabos, B.C.S.",2259
Singapur,"Manzanillo, Col.",17
Singapur,"Matamoros, Tamps.",3
Singapur,"Mazatlán, Sin.",63
Singapur,"Mérida, Yuc.",112
Singapur,"Mexicali, B. C.",2
Singapur,"Monterrey, N.L.",945
Singapur,"Morelia, Mich.",17
Singapur,"Nuevo Laredo, Tamps.",1
Singapur,"Oaxaca, Oax.",47
Singapur,"Puebla, Pue.",33
Singapur,"Puerto Vallarta, Jal.",1297
Singapur,"Querétaro, Qro.",286
Singapur,"Saltillo, Coah.",7
Singapur,"San Luis Potosí, S.L.P.",66
Singapur,"Silao, Gto.",290
Singapur,"Tampico, Tamps.",120
Singapur,"Tapachula, Chis.",32
Singapur,"Tijuana, B.C.",144
Singapur,"Toluca, Edo. Mex.",31
Singapur,"Torreón, Coah.",14
Singapur,"Tuxtla Gutiérrez, Chis.",1
Singapur,"Uruapan, Mich.",2
Singapur,"Veracruz, Ver.",132
Singapur,"Villahermosa, Tab.",68
Singapur,"Zacatecas, Zac.",29
Singapur,"Zihuatanejo, Gro.",102
Siria,"Acapulco, Gro.",1
Siria,"Aguascalientes, Ags.",3
Siria,"Cancún, Q. Roo",3309
Siria,"Chihuahua, Chih.",11
Siria,Ciudad de México (AICM),1538
Siria,"Ciudad del Carmen, Camp.",1
Siria,"Cozumel, Q. Roo",12
Siria,"Durango, Dgo.",7
Siria,"Guadalajara, Jal.",90
Siria,"Hermosillo, Son.",6
Siria,"Huatulco, Oax.",2
Siria,"Los Cabos, B.C.S.",312
Siria,"Manzanillo, Col.",5
Siria,"Mazatlán, Sin.",13
Siria,"Mérida, Yuc.",2
Siria,"Monterrey, N.L.",41
Siria,"Oaxaca, Oax.",1
Siria,"Puerto Vallarta, Jal.",267
Siria,"Querétaro, Qro.",8
Siria,"San Luis Potosí, S.L.P.",2
Siria,"Silao, Gto.",23
Siria,"Tampico, Tamps.",2
Siria,"Tijuana, B.C.",7
Siria,"Toluca, Edo. Mex.",1
Siria,"Torreón, Coah.",34
Siria,"Veracruz, Ver.",2
Siria,"Villahermosa, Tab.",1
Siria,"Zihuatanejo, Gro.",8
Somalia,"Cancún, Q. Roo",71
Somalia,"Chihuahua, Chih.",8
Somalia,Ciudad de México (AICM),94
Somalia,"Guadalajara, Jal.",3
Somalia,"Los Cabos, B.C.S.",6
Somalia,"Monterrey, N.L.",1
Somalia,"Puerto Vallarta, Jal.",10
Somalia,"Tijuana, B.C.",1
Sri Lanka,"Acapulco, Gro.",4
Sri Lanka,"Aguascalientes, Ags.",18
Sri Lanka,"Cancún, Q. Roo",2839
Sri Lanka,"Chihuahua, Chih.",11
Sri Lanka,Ciudad de México (AICM),2583
Sri Lanka,"Ciudad del Carmen, Camp.",12
Sri Lanka,"Ciudad Obregón, Son.",1
Sri Lanka,"Cozumel, Q. Roo",37
Sri Lanka,"Guadalajara, Jal.",179
Sri Lanka,"Hermosillo, Son.",7
Sri Lanka,"Huatulco, Oax.",2
Sri Lanka,"La Paz, B.C.S.",3
Sri Lanka,"Loreto, B.C.S.",1
Sri Lanka,"Los Cabos, B.C.S.",349
Sri Lanka,"Los Mochis, Sin.",1
Sri Lanka,"Manzanillo, Col.",14
Sri Lanka,"Matamoros, Tamps.",1
Sri Lanka,"Mazatlán, Sin.",26
Sri Lanka,"Mérida, Yuc.",25
Sri Lanka,"Mexicali, B. C.",2
Sri Lanka,"Monterrey, N.L.",88
Sri Lanka,"Oaxaca, Oax.",2
Sri Lanka,"Puebla, Pue.",22
Sri Lanka,"Puerto Vallarta, Jal.",283
Sri Lanka,"Querétaro, Qro.",37
Sri Lanka,"San Luis Potosí, S.L.P.",25
Sri Lanka,"Silao, Gto.",47
Sri Lanka,"Tampico, Tamps.",18
Sri Lanka,"Tijuana, B.C.",33
Sri Lanka,"Toluca, Edo. Mex.",3
Sri Lanka,"Torreón, Coah.",12
Sri Lanka,"Veracruz, Ver.",18
